cluster,mean_ply_count,delay_ratio_when_losestreak,cv_games_per_day,cv_games_interval
0,64.85722493964711,1.240621531086729,0.6983973800915574,2.5936754277836327
1,60.93059781275689,0.4982865969737859,0.8161766700366331,8.636789047156766
2,57.21833393306935,2.090391013808849,0.7816052672935471,6.90606807612272
3,56.25342796934968,1.3018349220795136,0.9387147270182232,3.3593725386587026
4,53.77803044227017,0.8705154932095415,0.6770448279868454,3.1526353288161983
