cluster,mean_ply_count,delay_ratio_when_losestreak,cv_games_per_day,cv_games_interval
0,64.92796092796092,1.2428733320258631,0.6910332915853531,2.441867129152513
1,62.01715669771444,0.5380991260425365,0.7995601678707116,7.978984213764581
2,57.67148558758315,2.01128227188018,0.7965683021992271,6.459637817332443
3,55.42323651452282,1.294692196158337,0.9092467431431651,3.255999823489161
4,53.42653640110538,0.8859790603932965,0.687933236979273,2.777741613194083
