cluster,mean_ply_count,delay_ratio_when_losestreak,cv_games_per_day,cv_games_interval
0,1.610972023311766,0.07598736509697113,-0.8980804614013492,-0.9745415200132735
1,0.5988139191111824,-1.3240078732580858,0.3612930636407018,1.5465127628976072
2,-0.3580882387294584,1.6785971505734072,-0.008367080842356205,0.8244939839421208
3,-0.6068099429835141,0.19143182550872653,1.6715504513756243,-0.6551095016253214
4,-1.2448877607099686,-0.6220084679210196,-1.1263959727726207,-0.7413557252011336
