cluster,mean_ply_count,entropy_sessions_interval,mean_games_per_session
0,59.98843742676354,1.2216515902360094,2.573830615117145
1,52.11496086873389,1.3179041677031265,4.717013463892289
2,62.91501018081463,1.1198253935905695,6.903932304629169
3,64.7104,0.9378599882651901,2.129870129870129
4,52.92987012987013,1.023591220963583,2.438202247191011
