cluster,mean_ply_count,entropy_sessions_interval,mean_games_per_session
0,60.53924046592579,1.227490907312121,2.685440026453865
1,52.1915915177857,1.3225816251809561,4.979635356208112
2,62.76256716623424,1.0944368667853617,7.292782049076964
3,65.17268577351308,0.9324545959643983,2.2635324285641514
4,52.74860286492212,1.0029296612257999,2.51784497558369
