cluster,mean_ply_count,entropy_sessions_interval,mean_games_per_session
0,0.351360883723678,0.7805693316663992,-0.652275253320526
1,-1.2286815212086264,1.4461907978129454,0.5331165499157575
2,0.7721920049567137,-0.15078997991546392,1.7283003661532244
3,1.2283790851843053,-1.284642778695658,-0.8702714290494471
4,-1.1232504526560732,-0.7913273708682266,-0.7388702336990078
