cluster,mean_ply_count,draw_ratio,cv_games_per_day,mean_games_per_session
0,64.71348025477707,0.0322094342681145,0.699250561518185,2.158939393939394
1,54.54545454545455,0.014432989690721001,0.74453004384955,2.180722891566265
2,55.6,0.024752475247524,0.6946431507070151,5.595041322314049
3,57.18817852834741,0.022026431718061002,0.924570687712665,2.901098901098901
4,60.9025,0.040601503759398,0.930792178528361,4.878048780487805
