cluster,mean_ply_count,draw_ratio,cv_games_per_day,mean_games_per_session
0,1.5786431238810668,0.49986226885632784,-0.8003488502362172,-0.9680265209483153
1,-1.0414016308767111,-1.3196233408964928,-0.5690149235047213,-0.9437455173956115
2,-0.7065158001089928,-0.23993278813758645,-1.0481632963795409,1.2887850576271838
3,-0.5898541582167144,-0.563242423272113,1.1227435621045427,-0.5000623423795871
4,0.7591284653213535,1.6229362834498666,1.2947835080159384,1.1230493230963312
