cluster,mean_ply_count,draw_ratio,cv_games_per_day,mean_games_per_session
0,64.7990438326374,0.03230618830853835,0.7070474836734393,2.2790955380044937
1,54.609388593385816,0.014781041347696255,0.7356354407760957,2.3183836490600522
2,55.911798086138496,0.02518053860555212,0.6764228846106882,5.930751192931953
3,56.365508622330175,0.022066444798369687,0.9447008368378997,3.0362894726672196
4,61.61185711795532,0.04312355177003256,0.9659613180096339,5.6625808955227415
