cluster,mean_ply_count,delay_ratio_when_losestreak,cv_games_per_week,entropy_sessions_interval
0,1.1861664188158252,0.4453673785674662,-1.1306564712946803,-1.2119365375601217
1,0.7059407194732016,-1.322998292587559,0.8460475633091753,0.7571729064106623
2,-1.3363241266306967,-0.47392914179524764,-0.8489872158213655,-0.7355548486499469
3,-0.5557830116583303,1.3515600558153407,1.1335961238068675,1.1903184797994053
