cluster,session_length_performance_slope,within_session_performance_slope,games_per_day_performance_slope,games_per_week_performance_slope
0,0.022003405685689568,-0.07764292926678121,0.007445115610081052,0.0011880051124069284
1,-0.014746537572995662,0.05980140396831943,-0.004946878327023034,-0.0003445541336431822
2,0.004233746544101543,-0.011348684359733865,0.0020360159403948397,-0.00011665765899187656
3,0.013551385762768615,-0.06739031056105661,0.007476832875599654,0.0018481909255605728
