cluster,mean_ply_count,delay_ratio_when_losestreak,cv_games_per_week,entropy_sessions_interval
0,64.82226071875753,1.2648621093937114,0.578046951178792,0.9685644936364486
1,62.59972299168975,0.627558063932741,0.865467618411736,1.194616208626825
2,52.81305309734513,0.9338257486267281,0.6202087987644931,1.032094722177052
3,56.80912193081086,1.5418406165850929,0.8925028202288245,1.2591351949210856
