cluster,session_length_performance_slope,within_session_performance_slope,games_per_day_performance_slope,games_per_week_performance_slope
0,0.022683552607415503,-0.076551233015742,0.007405011259745001,0.0006816021442385001
1,-0.00822640288687,0.04292775436593901,-0.003397703113879,-0.00015889919869400003
2,0.004610053580769,-0.021161000457875,0.000344761914392,0.00024544790070100004
3,0.009934815813006,-0.06595310879060401,0.006296299009081501,0.001560219112589
