cluster,mean_ply_count,cv_games_per_day,entropy_sessions_interval
0,57.227757122929276,0.8255848788812711,1.2948728221447365
1,57.37939393939394,0.6124608613607271,0.8298763302038511
2,59.57396449704142,0.9778181872351481,1.150961077259381
3,65.28981434590344,0.7023291936628411,1.047123418065661
4,52.68418736028558,0.7845630482919106,1.0490534364221666
