cluster,mean_ply_count,cv_games_per_day,entropy_sessions_interval
0,-0.36126071427900397,0.304297093154908,1.4707971971220555
1,-0.26812848480198026,-1.2954176655289074,-1.5853032100159392
2,0.3744231887519798,1.6883367566894782,0.49673889815455685
3,1.6481574039872242,-0.6091461345897864,-0.23452620549490116
4,-1.393191393658212,-0.08807004972569099,-0.14770667976576346
