cluster,mean_ply_count,draw_ratio,cv_games_per_week,cv_games_interval,cv_games_per_session
0,-1.179766351209224,-1.4410510494016358,-0.027612643341338228,-0.8720710310277268,-0.2088522837189445
1,-0.9769764943634374,-0.6619266520607997,-0.08873718174656174,1.3983336270409894,-0.19090875513124428
2,1.408183614784707,1.5163372359074723,0.1526652732199509,-0.35764843467376256,-0.3104540677063741
3,-0.0676008730125367,0.3766054337355187,1.557817714030892,0.950590840335488,1.8669524682503187
4,0.8161601038004863,0.21003503181944344,-1.5941331621629433,-1.1192050016749873,-1.156737361693755
