cluster,mean_ply_count,draw_ratio,cv_games_per_week,cv_games_interval,cv_games_per_session
0,55.03962057444518,0.015116747624280193,0.7998579324613031,3.0230140473179157,0.8064314694440451
1,55.6593616856314,0.02103997667321658,0.7886654195876943,7.915751559470341,0.8094856360513949
2,62.94859103562112,0.037600048442883574,0.8328686177700885,4.1315982485240905,0.7891378376823255
3,58.4384822335109,0.02893533130443631,1.0901660500859989,6.950862802514943,1.159754035061845
4,61.139322494025656,0.02766899354542157,0.5130123949548017,2.490438656223721,0.6450920239383112
