cluster,draw_ratio,cv_games_per_week,cv_games_interval,entropy_sessions_interval,cv_games_per_session
0,0.027852337863093272,0.8212175679079553,8.571364603448071,0.967783871415079,0.8148377650390046
1,0.029521820701123507,0.530732738298882,2.5342967679594954,1.0108306327132817,0.6210579098108352
2,0.016819554417925812,0.6959257726540196,3.055588959392113,1.0578080686686957,0.8302154565141089
3,0.02957409593249143,0.9278475194387216,3.7894580086665295,1.2907150523678557,0.786840223114072
4,0.02796915734544859,1.0530004259684105,6.66820929840078,1.2008040261060282,1.1938277510554025
