cluster,draw_ratio,cv_games_per_week,cv_games_interval,entropy_sessions_interval,cv_games_per_session
0,0.31222743912805395,0.0854403776654145,1.5745060175636962,-1.1358969749748427,-0.1838529457903553
1,0.6585912503605943,-1.5186127226554822,-1.0314400704578426,-0.7810703869746611,-1.2159793537396681
2,-1.97671907503927,-0.6064191349029802,-0.8064203449887373,-0.39384396597669863,-0.101947004401021
3,0.6694366738397715,0.6742494544429307,-0.48964020764546023,1.5259657445586547,-0.33297578595537525
4,0.33646371171085016,1.365342025450117,0.752994605528344,0.7848455833675496,1.8347550898864202
