cluster,elo_gain,elo_gain_per_game,elo_slope_per_game,elo_slope_per_day
0,-27.0,-0.058586675914152,-0.009171196071355501,-0.004763665224028
1,4.0,0.008902077151335001,0.10182534568850901,0.36623795223453603
2,-8.0,-0.013018348079732501,-0.005730946588248501,0.0265380540224575
3,37.0,0.111531190926275,0.268417307365065,0.6221602071509681
4,6.5,0.008620689655172,0.193530453598612,0.9094391293795001
