cluster,mean_ply_count,delay_ratio_when_winstreak,entropy_sessions_interval,color_bias
0,53.88872260527682,0.45787525124096723,1.1998812540798123,0.029496462088763616
1,59.20065055233614,1.9873940624435864,1.1661157605996026,0.053154003714585854
2,63.18235013886693,0.6699870924646487,0.8890230091939234,0.05000924759408809
3,55.62120704900267,0.9252133534812094,1.1502907194341592,0.10249149487346623
4,62.07692747559623,0.9971987382723233,1.1451141448519488,0.002289417082997768
