cluster,mean_ply_count,delay_ratio_when_winstreak,entropy_sessions_interval,color_bias
0,-1.3675487135866755,-1.0450944231932513,0.8005105597044228,-0.5459317054588191
1,0.11337922533641655,1.8630598762372161,0.4994999259259232,0.17192311761437543
2,1.2234489064126295,-0.6417950596962135,-1.9707102241178809,0.07649991666672386
3,-0.8845443050115168,-0.156519989611085,0.35842378043517437,1.6689998869129867
4,0.9152648868491443,-0.01965040373666702,0.3122759580523597,-1.3714912157352668
