cluster,mean_ply_count,delay_ratio_when_winstreak,entropy_sessions_interval,color_bias
0,54.54929577464789,0.452047430866558,1.22905960306166,0.029599271402550004
1,59.05893909626719,1.9661050549930752,1.1614469399187741,0.055242753257812006
2,63.33280295054622,0.6936363294158105,0.8839088113899365,0.049649952333756506
3,54.75077881619938,0.9168229376536451,1.141608457322384,0.10283687943262401
4,62.848684210526315,1.001593103431448,1.132460160150175,0.002762430939226
