cluster,elo_gain,elo_gain_per_game,elo_slope_per_game,elo_slope_per_day
0,-12.0,-0.05529953917050601,0.08878138028636401,0.21496341148038603
1,30.0,0.11811023622047201,0.226083745031937,0.8370792431250421
2,-6.5,-0.011100315168933502,0.049698130292461506,0.24331991222640853
3,-12.0,-0.036858974358974006,0.003463832778392,0.046978082262034
4,69.0,0.131994261119081,0.239083200575568,0.7989066339709391
