cluster,mean_ply_count,draw_ratio,cv_games_interval,cv_games_per_session,color_bias
0,55.79179277837187,0.017344543509781263,2.6621698281190938,0.748479604949328,0.08118320509816694
1,54.4925282589182,0.019489975602129124,7.694558879238052,0.796501592646589,0.057399978173103126
2,61.37948864414561,0.03063525044765529,6.635556107768551,1.082393536578498,0.05267348862333886
3,64.08983972601084,0.039613695119975846,3.410052837813253,0.6621075828028956,0.044464253347341706
4,58.71403260428576,0.02340662449312489,3.2702437428973874,0.786436954533602,-0.0049180573182895865
