cluster,mean_ply_count,draw_ratio,cv_games_interval,cv_games_per_session,color_bias
0,-0.8793944447487141,-1.0761856917291939,-1.0217477985103076,-0.47059330949954253,1.2371193104617118
1,-1.2477569334583962,-0.8124180453407636,1.4594166957891268,-0.1318019080753792,0.3970142691599815
2,0.7048076360829173,0.5578247718716297,0.9372869380847652,1.8851435992863255,0.23005846829545043
3,1.473235969839517,1.661669180600997,-0.6530122435495186,-1.0799412317742727,-0.05991984130597899
4,-0.05089222771532399,-0.3308902154026703,-0.7219435918140678,-0.20280714993712784,-1.804272206611165
