cluster,mean_ply_count,draw_ratio,cv_games_interval,cv_games_per_session,color_bias
0,55.53907455012853,0.017978685087873002,2.596020382312329,0.7370261149681465,0.07599436594884501
1,55.32010185516583,0.0175357701766145,6.557115134964338,0.7988934227600956,0.050025224960854
2,62.848684210526315,0.029126213592233004,5.265540507595767,1.060603164843978,0.051180914132721
3,65.2158516020236,0.037825059101654006,3.135831965497204,0.6538375839586541,0.043193976619774005
4,58.24165071612435,0.0235525251357905,3.109609240047108,0.7923957038262646,0.0013525242547085003
