cluster,draw_ratio,cv_games_per_day,cv_games_interval,mean_games_per_session
0,0.038078760916131,0.7687593273612136,3.141693307483644,2.4021505376344088
1,0.021527234550619,0.9268415400155952,3.2710911908933515,2.8728837876614057
2,0.02027027027027,0.6862439643618631,2.250749979982457,2.075324675324675
3,0.018922852983988003,0.7585766408372081,7.027718379746211,3.1875
4,0.032666074992176,0.783462088235604,4.80076569838198,6.337322695035461
