cluster,draw_ratio,cv_games_per_day,cv_games_interval,mean_games_per_session
0,1.50134241344543,-0.22820096115911376,-0.6174912393373432,-0.6632729512992024
1,-0.6971992103956761,1.8620905201769582,-0.5733930760123106,-0.36316720013888315
2,-0.8320084981225772,-1.1486018386904817,-1.1032816730671269,-0.7854444350991568
3,-0.8712955265324448,-0.3901310568957073,1.6167082215933761,-0.1356412940454932
4,0.8991608216052681,-0.09515666343165315,0.6774577668234057,1.947525880582736
