cluster,opening_diversity,delay_ratio_when_winstreak,cv_games_per_day,mean_games_per_session,color_bias
0,0.4529494539075573,-0.6581923115641372,1.522245528399526,-0.48912488895395484,-1.5720576025424877
1,0.7860618160482853,-0.10744565070549386,-0.7787539094455183,-1.026181488090805,1.1673173923371194
2,0.36697013238336373,1.928630010953073,0.7837286058877708,0.6108991644820563,0.3915653209110545
3,-1.9761676705916407,-0.2992290041790512,-0.37898070343004936,-0.7572455254048317,0.7181332303986789
4,0.37018626825243434,-0.8637630445043907,-1.1482395214117327,1.6616527379675359,-0.704958341104362
