cluster,opening_diversity,delay_ratio_when_winstreak,cv_games_per_day,mean_games_per_session,color_bias
0,2.160536676155693,0.6234212993432241,0.909250367078647,2.864583333333333,0.021309848672785
1,2.289934124139511,0.8833055477250511,0.7056795693426285,2.1464249115731704,0.05817052748238051
2,2.2183944599845224,1.8845953165577385,0.8855428609320836,4.391789437408461,0.0534248622309455
3,1.465342643301394,0.7857399347755041,0.74454429735808,2.438202247191011,0.04896174041630601
4,2.1373405990234593,0.445137911409332,0.7351345931255431,5.906734006734006,0.0287436967617295
