cluster,opening_diversity,delay_ratio_when_winstreak,cv_games_per_day,mean_games_per_session,color_bias
0,2.162077605593743,0.6197467990105021,0.9393439489475117,3.138763268911466,0.021418994926254285
1,2.2694452079603615,0.8917141848885924,0.7162491125931226,2.3374846054116842,0.06031833938943477
2,2.134365053751367,1.8971604535740236,0.8677405798797604,4.77997911985052,0.049302597805740235
3,1.3791331364989845,0.797008540703989,0.7550093732468224,2.738732163107429,0.05393988829190025
4,2.1354016673280243,0.5182327294315066,0.6804254045203808,6.3476843121584245,0.03373187392876319
