cluster,elo_gain,elo_gain_per_game,elo_slope_per_game,elo_slope_per_day
0,37.0,0.072368421052631,0.17208174006003002,0.647708164113993
1,-19.5,-0.0386274546960695,0.031016141062086004,0.07934258382509551
2,75.0,0.14703909872162402,0.2434707935069395,0.9111340629812696
3,56.0,0.11111111111111101,0.13624916488882102,0.530369315577481
4,-54.5,-0.09315327769308251,0.041108896638201504,0.08669962536013451
