cluster,mean_ply_count,cv_games_per_day,cv_games_interval,color_bias
0,-0.8190014733071521,0.0668731650074571,-0.6619104250976929,1.80563201891616
1,0.9456297826531027,0.2513724917753606,1.8182766904674164,0.2926870123505738
2,-1.5054183735240345,-0.7558890279918831,0.29749494056577197,-0.9783036504632698
3,1.0197020112753101,-1.2415217273227823,-0.9618614686766958,-0.37328320628392636
4,0.35908805290276313,1.6791650985318487,-0.4919997372587995,-0.7467321745195391
