cluster,mean_ply_count,cv_games_per_day,cv_games_interval,color_bias
0,54.08058462739764,0.8155041171344035,2.975679367549371,0.10289778502732301
1,62.63713080168776,0.8009547754775811,8.513209111767631,0.063799511521716
2,51.773381294964025,0.735485327295294,5.010862171716462,0.027350023618327002
3,62.75867269984917,0.681687561857586,2.407781739638037,0.033447744466236
4,59.38977635782748,0.939799192049485,3.442027961386759,0.025991792065663002
