cluster,mean_ply_count,draw_ratio,cv_games_per_day,entropy_sessions_interval
0,54.68033151190965,0.0176977957815275,0.8753508719478699,1.2022143607463909
1,53.51600057377452,0.015602990077162747,0.6561485820089087,0.9038168697515208
2,65.81828364168825,0.028640300569233043,0.7126949627062116,0.949175067077761
3,61.410372273985445,0.03562207351930358,0.9704811078940511,1.2533453495382068
4,59.773986755718056,0.038386164409346585,0.6635469522192574,1.1746369724430026
