cluster,mean_ply_count,draw_ratio,cv_games_per_day,entropy_sessions_interval
0,55.26722437226639,0.0175995575221235,0.852111844893595,1.212339509701756
1,53.68825301204819,0.015028901734104,0.6658558494686181,0.917662655807655
2,65.2158516020236,0.027932960893854,0.7073052500043411,0.938583759058596
3,62.46466165413534,0.034055727554179,0.930792178528361,1.247082487066909
4,59.7079107505071,0.036011080332409004,0.67399667481236,1.199802083149057
