cluster,session_length_performance_slope,within_session_performance_slope,games_per_day_performance_slope,games_per_week_performance_slope
0,0.005282556052886602,-0.03560051537783025,0.0037307549957277734,0.0007300133973789661
1,0.01034904348510859,-0.01596409900411253,0.0037573380750247206,0.0004142878708624853
2,0.0030087132687352984,-0.01172146691297051,0.0010771893517828304,0.0007835204115013402
3,0.010978443668369873,-0.0464918379662709,0.004784845832171424,0.0008666857753614363
