cluster,elo_gain,elo_gain_per_game,elo_slope_per_game,elo_slope_per_day
0,-25.193181818181817,-0.05218360539084597,0.07207974796965039,0.12618200788731115
1,-19.147058823529413,-0.0437795196020884,0.013663843763899829,0.24238336318985726
2,73.70175438596492,0.18465846004843717,0.3137176232907025,1.1443656215234705
3,29.44705882352941,0.05006266228201395,0.13015411741879013,0.5131391348602681
