cluster,elo_gain,elo_gain_per_game,elo_slope_per_game,elo_slope_per_day
0,-9.0,-0.035255427450018,0.0351943476439275,0.06716911402363451
1,-24.0,-0.038557370844635,-0.005730946588248501,0.0265380540224575
2,59.0,0.129227053140096,0.214979167137194,0.9577277637028201
3,1.0,0.0030395136778110002,0.145865590660257,0.647708164113993
