cluster,elo_gain,elo_gain_per_game,elo_slope_per_game,elo_slope_per_day
0,56.5,0.14171538461538452,0.27749573795870003,0.6980590937435021
1,-54.5,-0.10633992805755352,0.05740605855447101,0.15884439818860852
2,7.0,0.0101404464940775,0.177301698113549,1.085530531486808
3,-6.0,-0.009375,0.090067074337352,0.365252800195074
4,-15.0,-0.039156626506024,-0.01375399712928,-0.11840914364047901
