cluster,mean_ply_count,cv_games_interval,mean_games_per_session,color_bias
0,55.47814910025707,2.8534720638717683,2.462025316455696,0.087990995187082
1,48.50831739727371,4.676915944264641,5.033241758241758,0.032936709638271
2,62.89830186716597,2.203810790339591,1.9968116793220623,0.0332572137084475
3,63.02852708199529,7.8843448731585655,5.600152240104393,0.079639676504046
4,59.62447257383966,4.252377220880296,2.978540772532188,0.0023197852760730004
