cluster,mean_ply_count,draw_ratio,cv_games_interval,entropy_sessions_interval
0,56.80912193081086,0.0255522106561235,3.714791018309388,1.2894343702454956
1,64.77547777189193,0.041237113402061,5.160579100078904,1.1311482539351465
2,54.37373737373738,0.013725490196078001,2.517106524655497,1.050096400004626
3,58.15596330275229,0.02112676056338,8.304622081537396,1.016496785654923
4,64.6008930498597,0.028375702348944,2.467620473050045,0.9721755694608372
