cluster,elo_gain,elo_gain_per_game,elo_slope_per_game,elo_slope_per_day
0,-8.1375,-0.006005066430016528,0.18083524199615317,0.4114928915649848
1,83.44117647058823,0.1918323084819773,0.3206397043101536,1.1902011837308688
2,-15.716417910447761,-0.031215363239807885,0.026059601999957677,0.22377660266861726
3,-5.2,-0.037922109504271516,-0.023086385797377637,0.020643139032638348
4,31.75,0.068996180557904,0.14085400591790254,0.6544931538005537
