cluster,mean_ply_count,draw_ratio,cv_games_interval,entropy_sessions_interval
0,55.84761867518807,0.025907999872022452,3.742570213681568,1.3005410954663519
1,64.01844274718738,0.045209583867164616,5.409285335853276,1.130120714675484
2,54.43670322378513,0.014157828329946987,2.636849677500576,1.0589927498070182
3,57.50488020082476,0.021367734558843467,9.004426255105978,0.9935825054090974
4,64.59718987136789,0.029261445275528906,2.528102549295057,0.9688810283939157
