cluster,mean_ply_count,draw_ratio,delay_ratio_when_losestreak,entropy_sessions_interval
0,65.79416227154184,0.035743697307651666,1.4672850772151877,1.0149234489706176
1,56.23771584308106,0.016674628854348096,0.871695653360065,0.9449773817919291
2,60.88624098078445,0.03219845168003824,0.7015367368011591,1.2035596406645448
3,53.95717875787411,0.0199852087881648,1.5511602857109568,1.2161883243154523
