cluster,mean_ply_count,draw_ratio,delay_ratio_when_losestreak,entropy_sessions_interval
0,1.4470765708056994,1.1981907337242215,0.8690787053791743,-0.6797356205535017
1,-0.6560716065388047,-1.1835358614826386,-0.7516782650141296,-1.2741296247075298
2,0.36695899839241186,0.7553895649883196,-1.2147258596176638,0.9232740386297787
3,-1.1579639626593081,-0.7700444372299025,1.0973254192526178,1.030591206631249
