cluster,mean_ply_count,draw_ratio,delay_ratio_when_losestreak,entropy_sessions_interval
0,65.76273820681037,0.03453732370141,1.4009921574816975,1.0086611899505464
1,56.13076923076923,0.016270337922403,0.8689617400931421,0.9433448718503911
2,62.17623326609206,0.032210903603093505,0.7485953666056491,1.1961067511835626
3,54.53225806451613,0.020202020202020003,1.459157069888636,1.230043995437339
