cluster,mean_ply_count,draw_ratio,delay_ratio_when_losestreak,cv_games_per_week,entropy_sessions_interval
0,61.42116529226912,0.03286758528562359,0.7148156461275778,0.8389431496356486,1.2048434256644123
1,53.06153065078476,0.016219205807758593,1.0129360726459822,0.6653186215312198,1.0005524206952499
2,55.81211130258649,0.022381619318512104,1.6794497749010668,0.9586273947378708,1.2415681564154786
3,64.774740267572,0.03065003919664454,1.259297941624432,0.5772020962276653,0.9654039169565569
