cluster,mean_ply_count,draw_ratio,delay_ratio_when_losestreak,cv_games_per_week,entropy_sessions_interval
0,62.17623326609206,0.032298186486920004,0.7180754455030491,0.8411847377042831,1.207573152351015
1,53.42653640110538,0.015033247859533,1.0489780946400975,0.6616842106090556,1.02215289272121
2,55.98539211792224,0.021289880760554,1.5944571984682985,0.9044567033236621,1.2591351949210856
3,64.82226071875753,0.028834428695858505,1.218687639277996,0.5696109778988536,0.9620884350981546
