cluster,session_length_performance_slope,within_session_performance_slope,games_per_day_performance_slope,games_per_week_performance_slope
0,-0.0060882764765995,0.0420805031236835,-0.0024281274824375,-4.824145766314532e-05
1,0.01039205626705,-0.031339712697471,0.0023509096559005,0.000547559626203
2,0.011675368085487501,-0.07148673931485701,0.0062449730677180005,0.001560219112589
3,0.017421608655574503,-0.06665786745618602,0.0061097409885185,0.00058183695614
