cluster,mean_ply_count,delay_ratio_when_winstreak,cv_games_per_day,mean_games_per_session,color_bias
0,58.113350125944585,0.5265122681878991,0.928319148937727,3.128526645768025,0.037098560354374005
1,55.643044619422575,0.9183156309159081,0.759828572291193,2.33170731707317,0.091230801162308
2,54.921241050119335,0.460040998347495,0.7155489133129651,6.072727272727272,0.029599271402550004
3,59.198787729951775,1.9117333744346896,0.8692544797990631,4.391789437408461,0.05034217607822951
4,62.500846023688666,0.8237678287158661,0.696887319438073,2.096109839816933,0.012317188983855
