cluster,mean_ply_count,delay_ratio_when_winstreak,cv_games_per_day,mean_games_per_session,color_bias
0,58.37817781375525,0.5641948027600954,0.95564686059725,3.3981798173723883,0.037618177971306455
1,57.161701933816104,0.9280608808632413,0.7564528269422666,2.4859894959866127,0.09366665621408675
2,54.23326077856848,0.5363213577229705,0.672566792786257,6.327548856308296,0.04092197875861203
3,59.43823116171275,1.9123382832124178,0.8593383254232382,4.789050362025238,0.04533583717029984
4,62.282363037283346,0.8208217277750594,0.7083287591406259,2.232432406516117,0.009218056198643517
