cluster,mean_ply_count,delay_ratio_when_winstreak,cv_games_per_day,mean_games_per_session,color_bias
0,0.03002419974906957,-0.7722350072486971,1.591928528012378,-0.2931527006187389,-0.28356351983849637
1,-0.4297934428636619,-0.0483183881598192,-0.3278098264781811,-0.8894396278937399,1.7714376708223192
2,-1.5367195486269982,-0.8276896135115956,-1.1362639464159636,1.6217376705353936,-0.16243062266668698
3,0.43071544200036216,1.90991518246782,0.6637521893646563,0.6160412514157618,-0.0005977848126978348
4,1.5057733497412202,-0.2616721735477078,-0.7916069444828874,-1.0551865934386782,-1.3248457435044392
