cluster,session_length_performance_slope,within_session_performance_slope,games_per_day_performance_slope,games_per_week_performance_slope
0,0.01317242768158418,-0.04055221317338025,0.005331482277973335,0.0005609465855209161
1,-0.017503858195379786,0.07028838446857054,-0.005497635527198294,-0.00016477576342506322
2,0.008138564293546431,-0.05675828051372022,0.003885965746718412,0.000946552917401849
3,0.0007345271815095283,0.002172031812205001,9.941540545598116e-05,-0.0007529675760589058
4,0.025915614568933633,-0.09969868133725587,0.010969040648389298,0.0025696080239533993
