cluster,mean_ply_count,draw_ratio,cv_games_per_day,cv_games_per_week,cv_games_interval
0,64.57179094765256,0.036253715348686,0.8053151108438441,0.7919085564040645,3.848236081605304
1,56.9047860842316,0.0214804108493755,0.7468726127975776,0.8020585887264882,6.8196729156322125
2,56.82848284473707,0.0241261177563575,1.056982789755144,1.1216365118683664,4.117765339291981
3,55.34306262292716,0.017182130584192,0.8239423250183445,0.7598527997418101,2.729457860359909
4,62.3506735218277,0.026448373208530503,0.643900209653488,0.5149393625969215,2.246350761903087
