cluster,mean_ply_count,draw_ratio,cv_games_per_day,cv_games_per_week,cv_games_interval
0,64.16619165785812,0.03876066008369302,0.8203743869777317,0.8052861499944565,4.520800874030716
1,55.39357848713849,0.02097706791271916,0.7427564919570231,0.78983231061227,7.9879532276016425
2,56.037601742789924,0.023521689874366404,1.0581987648359408,1.1915848239679292,5.112801607353134
3,55.435119483095924,0.017205202357423722,0.8287209839526627,0.7506640059306722,2.8714824150950404
4,61.49013753932242,0.027509715608414306,0.6272113548789569,0.5133784613614419,2.356087338314629
