cluster,mean_ply_count,delay_ratio_when_losestreak,cv_games_per_day,cv_games_per_week,entropy_sessions_interval
0,0.8056357250249532,-0.1946108982459056,-1.5566939621104856,-1.3531987215895558,-1.591827161384274
1,1.1292836893732932,-1.3136199948015148,0.544221600415457,0.44229538075738295,0.6501395571058884
2,-0.7829250185540108,0.5353389345575036,1.459478780068667,1.6175053898995784,1.382379143875711
3,-1.5244570807777127,-0.6263617200547134,-0.38247031186164343,-0.5848837331085853,-0.3532521853822801
4,0.3724626849334817,1.5992536785446292,-0.0645361065119991,-0.12171831595882078,-0.0874393542150412
