cluster,mean_ply_count,delay_ratio_when_losestreak,cv_games_per_day,cv_games_per_week,entropy_sessions_interval
0,62.7280241679137,1.08660013119445,0.6464747437291456,0.5287785289356736,0.9269000466595241
1,62.874818049490536,0.627558063932741,0.8494477410265671,0.8597372696045761,1.194087448477427
2,54.54929577464789,1.331186755710466,0.931974682203437,1.017962739254425,1.276567484995986
3,52.09846547314578,0.9097898827859181,0.761838755824766,0.667407264109179,1.090357916475675
4,59.38977635782748,1.712908285634225,0.8073733000207091,0.761267779171463,1.109587162709546
