cluster,mean_ply_count,delay_ratio_when_losestreak,cv_games_per_day,cv_games_per_week,entropy_sessions_interval
0,62.19133689627961,1.0573120020623141,0.6301948204096874,0.5409228521140584,0.9361405317208695
1,63.6924871298812,0.6105001113767322,0.863708021113944,0.8572445974060721,1.191530852961454
2,54.823243801316465,1.3487754637128313,0.965437303956425,1.0642875950358528,1.274942841974456
3,51.38385548113502,0.8849171559513733,0.7607077871386189,0.6762809898949828,1.0772309673606644
4,60.18218534288576,1.7735885950380161,0.7960456347079417,0.7578793047656419,1.1075106426929493
