cluster,mean_ply_count,cv_games_per_day,cv_games_per_week,cv_games_interval
0,62.681451612903224,0.7813492216244291,0.8441704545323401,6.9142550532609715
1,58.01559289864363,0.8500319389696351,0.7853889051488576,2.8027910051902722
2,57.56761338404804,1.056982789755144,1.1216365118683664,4.331831751969147
3,62.49487554904832,0.6660199046593781,0.526287116978448,2.250749979982457
4,48.50831739727371,0.737563554197848,0.6472664420726915,5.084439152163853
