cluster,mean_ply_count,draw_ratio,cv_games_per_day,cv_games_interval,mean_games_per_session
0,54.83159891179376,0.019245565310138078,0.7668257627144223,7.599283492892507,4.123357487300032
1,65.70309574341763,0.035443619311785066,0.7619538671413665,3.5933921828379525,2.2916850438339367
2,61.44171631568786,0.04190528400633354,0.8001551494202711,6.6429453432560805,6.900136241814996
3,55.40975506220346,0.021538270773616072,0.9497134189062937,3.37450365561395,3.126140195778643
4,57.724649132134935,0.01941136498492989,0.6785569231339521,2.3469460025122264,2.403122966169579
