cluster,mean_ply_count,draw_ratio,cv_games_per_day,cv_games_interval,mean_games_per_session
0,56.0764242704956,0.018734996816568504,0.7749839943348076,6.559468653259266,3.6100644122383247
1,65.69166666666666,0.034825870646766004,0.767837504649291,3.135831965497204,2.220055710306406
2,61.39515243902439,0.040761109935964504,0.7805897294103096,5.171592707675998,6.485833333333334
3,55.20320855614973,0.021551724137931,0.910599469274292,3.255999823489161,2.93010752688172
4,57.29466374547533,0.019501473243987502,0.685034336562225,2.2486932241659083,2.077018765454573
