cluster,mean_ply_count,draw_ratio,cv_games_per_day,cv_games_interval,mean_games_per_session
0,-1.0298809230471997,-0.8811495888750588,-0.27749073441392597,1.4193578585117546,0.2089387203294397
1,1.6419185931734692,0.846124668591098,-0.3324121853955823,-0.5494962022034957,-0.8707246298874617
2,0.594633967166688,1.5351621965643139,0.09823535633760638,0.9493275697211822,1.8456867445764045
3,-0.8877921797132333,-0.6366676821833726,1.7842232933339501,-0.6570776447122514,-0.3788623167494568
4,-0.318879457579719,-0.8634695940969798,-1.2725557298620482,-1.1621115813171887,-0.8050385182689256
